,"﻿""osmid""",name,amenity,emergency,geological,historic,leisure,man_made,office,shop,sport,tourism,craft,Longitude,Latitude
40542,89139468,St. Johann,place_of_worship,,,,,,,,,,,8.9956881,47.6962294
40608,89266715,Agrola,fuel,,,,,,,,,,,7.9810905,47.1832564
41061,91533252,Athen,restaurant,,,,,,,,,,,9.4769454,47.6519773
41082,91611113,Stadtbahnhof,bus_station,,,,,,,,,,,9.4734442,47.6528404
41221,92612575,McDonald's,fast_food,,,,,,,,,,,8.5313977,47.3648399
41544,94574279,"Regensdorf-Watt, Bahnhof",bus_station,,,,,,,,,,,8.4730663,47.4367999
41547,94580314,Zürich 24,post_office,,,,,,,,,,,8.5461459,47.3683948
41548,94581119,Bürkliplatz,ferry_terminal,,,,,,,,,,,8.5423754,47.365932
41586,94628702,Shell,fuel,,,,,,,,,,,8.2993369,47.0265745
41837,95762721,AUTOGAS,fuel,,,,,,,,,,,8.954821,47.7437599
41973,96049402,Parkhaus Stricki (P3),parking,,,,,,,,,,,8.6383578,47.6950937
42088,96531280,Raststätte Kemptthal,restaurant,,,,,,,,,,,8.6997151,47.4487247
42167,96796344,vitaparcour,fitness_trail,,,,,,,,,,,8.5041535,47.3518796
42290,97581157,Konstantinos,restaurant,,,,,,,,,,,9.4806808,47.6710322
42291,97581166,Zeppelin Dorfkrug,restaurant,,,,,,,,,,,9.4797316,47.6665629
42292,97581177,San Marino,restaurant,,,,,,,,,,,9.4817721,47.6598255
42381,97995342,Post Mollis,post_office,,,,,,,,,,,9.0731898,47.0954771
42383,97995350,Avec,cafe,,,,,,,,,,,9.0701458,47.0991661
42536,98598427,Volksschule Schauenberg,school,,,,,,,,,,,8.5107892,47.4139711
42566,98756704,Parkhaus Altstadt,parking,,,,,,,,,,,9.4820328,47.6527132
42567,98757460,Kochlöffel,fast_food,,,,,,,,,,,9.4810189,47.6507531
42580,98838885,Coop,fuel,,,,,,,,,,,9.0577963,47.0678093
42581,98838886,Wursteisen,fuel,,,,,,,,,,,9.0560311,47.0720162
42582,98838887,Oil,fuel,,,,,,,,,,,9.0680089,47.0949163
42759,100037013,Kirche,place_of_worship,,,,,,,,,,,8.0472049,47.6210906
42766,100090532,DHL Paketshop,post_office,,,,,,,,,,,8.1269329,47.7610368
42768,100090862,Dom St. Blasien,place_of_worship,,,,,,,,,,,8.1300061,47.7600646
42885,100954813,Ey,restaurant,,,,,,,,,,,8.4897136,47.3737959
42922,101292376,Kirchenfeld,restaurant,,,,,,,,,,,7.4505255,46.9436409
42923,101292381,Ambassador,restaurant,,,,,,,,,,,7.4504059,46.943221
42933,101392168,AVIA,fuel,,,,,,,,,,,8.695437,47.3890134
42979,101463166,Sammelstelle Dättnau,recycling,,,,,,,,,,,8.7010871,47.4774511
43059,102706933,Raiffeisen,bank,,,,,,,,,,,8.5303659,47.3438279
43062,102726613,Shell,fuel,,,,,,,,,,,8.5763654,47.216973
43065,102744373,Hirschen,restaurant,,,,,,,,,,,8.614825,47.1344468
43125,103096904,Avia,fuel,,,,,,,convenience,,,,8.5345181,47.3460496
43128,103102957,BP,fuel,,,,,,,,,,,8.5341234,47.3486034
43135,103122838,Ziegel oh Lac,restaurant,,,,,,,,,,,8.5368559,47.3435586
43138,103128802,Hafen Enge,toilets,,,,,,,,,,,8.5355756,47.3612519
43141,103130524,Bürklisteg,toilets,,,,,,,,,,,8.5404278,47.3659739
43143,103131673,Würstchenbude,fast_food,,,,,,,,,,,8.5441776,47.3673115
43201,104089133,Schulhaus Tannewäg,school,,,,,,,,,,,8.5396971,47.6068922
43230,104246362,Avia,fuel,,,,,,,,,,,8.5000897,47.3827729
43232,104247187,UBS Restaurant Flurstrasse,restaurant,,,,,,,,,,,8.4929412,47.382807
43233,104247303,UBS Gipfelitreff,cafe,,,,,,,,,,,8.4926634,47.3824657
43239,104274210,Freihof,restaurant,,,,,,,,,,,8.4996171,47.3835331
43240,104274551,Tex Mex,restaurant,,,,,,,,,,,8.5027019,47.3814944
43241,104274852,Pizzeria da Cono,restaurant,,,,,,,,,,,8.5012681,47.3825781
43242,104275299,Pizza Züri,restaurant,,,,,,,,,,,8.4978272,47.3842422
43243,104276014,Turbinenhalle,restaurant,,,,,,,,,,,8.4964028,47.3841009
43246,104300787,Z am Park,restaurant,,,,,,,,,,,8.511279,47.3765101
43248,104312901,Synagoge Agudas Achim,place_of_worship,,,,,,,,,,,8.520866,47.3719367
43253,104353615,Abart,nightclub,,,,,,,,,,,8.5223752,47.3618344
43313,105433617,Kindergarten,school,,,,,,,,,,,8.5323589,47.4124205
43334,105440756,Harmonie,restaurant,,,,,,,,,,,8.5326946,47.4111545
43337,105443906,Hühnerstall,restaurant,,,,,,,,,,,8.5376152,47.4097733
43340,105459350,Zeughauskeller,restaurant,,,,,,,,,,,8.539926,47.37034
43341,105460220,Sprüngli,cafe,,,,,,,,,,,8.5391986,47.369375
43353,105506327,Alter Löwen,restaurant,,,,,,,,,,,8.5482573,47.3850069
43560,107096443,Coop Pronto,fuel,,,,,,,,,,,8.2320057,47.3704669
43645,107459322,Tauchlädeli;Luftverbund,compressed_air,,,,,,,scuba_diving,,,,8.5466401,47.3295481
43648,107469050,WZT;Luftverbund,compressed_air,,,,,,,,scuba_diving,,,8.5625812,47.3471591
43715,107678669,Blinde Kuh,restaurant,,,,,,,,,,,7.5935781,47.541643
43719,107683868,Werk 8,pub,,,,,,,,,,,7.5933785,47.5416471
43744,107766642,Bank für Internationalen Zahlungsausgleich (BIZ),bank,,,,,,,,,attraction,,7.5917653,47.548069
43763,107772269,Annahme,post_office,,,,,,,,,,,7.5935825,47.5468564
43795,107908078,Tex-Aid Container,recycling,,,,,,,,,,,8.5355942,47.4099179
44081,110964235,BP,fuel,,,,,,,,,,,7.7009976,47.5278004
44115,111264133,Berufsmaturitätsschule Zürich,school,,,,,,,,,,,8.5314567,47.3783102
44235,112378260,Technopark,industry,,,,,,,,,,,8.5156722,47.3898724
44336,112965994,Medina,restaurant,,,,,,,,,,,8.5304815,47.3420373
44717,117605944,McDonald's Tavernola,fast_food,,,,,,,,,,,9.0629914,45.8373511
44836,119247298,Hiltl,restaurant,,,,,,,,,,,8.5367287,47.3732668
44853,119484102,Kreiswache 6,police,,,,,,,,,,,8.5411723,47.388264
44898,119800303,Zürich 33 Oberstrass,post_office,,,,,,,,,,,8.5484815,47.3841001
44900,119800306,Credit Suisse,bank,,,,,,,,,,,8.548145,47.384362
44950,120085545,Horgen ZSG,ferry_terminal,,,,,,,,,,,8.5975834,47.2617942
44963,120179577,Küsnacht ZSG,ferry_terminal,,,,,,,,,,,8.5781444,47.3190121
44968,120207684,Ref. Kirche Buchberg-Rüdlingen,place_of_worship,,,,,,,,,,,8.5669601,47.5750167
44979,120236581,Postagentur  Buchberg,post_office,,,,,,,,,,,8.5623588,47.572606
44991,120475242,sunshine hill american bar & restaurant,restaurant,,,,,,,,,,,8.721418,47.2545703
45048,121978515,Johanneskirche,place_of_worship,,,,,,,,,,,7.5751074,47.5656073
45049,121978519,Felix Platter Spital,hospital,,,,,,,,,,,7.5651206,47.5643626
45050,121991194,Bowling,restaurant,,,,,,,,,,,7.5850921,47.5465439
45051,121991199,100,restaurant,,,,,,,,,,,7.5864122,47.5458622
45053,121994449,Döner,fast_food,,,,,,,,,,,7.5849605,47.546595
45055,122012728,Pizza Taxi,fast_food,,,,,,,,,,,7.5993543,47.5414616
45138,122336599,zem Stänzler,restaurant,,,,,,,,,,,7.5886998,47.5659327
45139,122336608,zem Waijebläch,restaurant,,,,,,,,,,,7.5917694,47.5665578
45140,122336643,Der vierte König,restaurant,,,,,,,,,,,7.5870487,47.5610211
45141,122336670,Chez Donati,restaurant,,,,,,,,,,,7.5841104,47.5642081
45142,122336999,Gasthof zum Goldenen Sternen,restaurant,,,,,,,,,,,7.6020008,47.5548054
45146,122337395,Parterre,restaurant,,,,,,,,,,,7.5912602,47.5637639
45147,122337399,Brauerei Fischerstube,restaurant,,,,,,,,,,,7.5932236,47.5593065
45231,122507552,Oberstufenschulhaus Weid,school,,,,,,,,,,,8.772047,47.1961016
45297,122626753,Cargo Bar,pub,,,,,,,,,,,7.5843179,47.5641143
45303,122643544,Alti Chäsi,theatre,,,,,,,,,,,7.5966164,46.8901804
45588,125683037,BP,fuel,,,,,,,,,,,7.6900191,47.5250153
45789,128269754,Post,post_office,,,,,,,,,,,8.2393308,47.3819225
46122,130103794,Desperado,restaurant,,,,,,,,,,,8.4972534,47.4020576
46139,130113036,Quartierwache Enge,police,,,,,,,,,,,8.5313507,47.3652773
46237,130216563,AVIA,fuel,,,,,,,,,,,8.2358504,47.4804183
46238,130216564,Reuss-Garage AG,repair,,,,,,,,,,,8.2390047,47.481429
46239,130216565,Shell,fuel,,,,,,,,,,,8.2391514,47.4811412
46240,130216566,BP,fuel,,,,,,,,,,,8.242173,47.4842929
46241,130216567,Garage Küng AG,repair,,,,,,,,,,,8.2420595,47.4840556
46242,130216568,Gemeindehaus,public_building,,,,,,,,,,,8.2434789,47.487887
46553,132391611,Migrosbank,bank,,,,,,,,,,,8.5403398,47.5198508
46554,132392532,Postfinance,bank,,,,,,,,,,,8.5433278,47.5199857
46555,132394439,Raiffeisen Züri-Unterland,bank,,,,,,,,,,,8.5408874,47.5187294
46569,132405322,Amavita Apotheke Sonnenhof,pharmacy,,,,,,,,,,,8.5401792,47.5210636
46922,135633811,Migrol,fuel,,,,,,,,,,,8.5399521,47.3981
46924,135656954,Pestalozzibibliothek Oerlikon,library,,,,,,,,,,,8.5452197,47.4117821
47063,137812784,Théâtre de Carouge,theatre,,,,,,,,,,,6.1420842,46.1811769
47130,138310840,Brombi,restaurant,,,,,,,,,,,7.5962519,47.5705197
47131,138310846,Erlengarten,restaurant,,,,,,,,,,,7.5962724,47.5713261
47271,140149996,west-park,parking_entrance,,,,,,,,,,,8.5149736,47.3903673
47300,140416737,Jelmoli Parkhaus,parking,,,,,,,,,,,8.5365743,47.3738877
47301,140416888,Parkhaus Urania,parking,,,,,,,,,,,8.5410752,47.3740506
47876,146936556,ZKB,bank,,,,,,,,,,,8.5309299,47.3441826
47913,147570881,AVIA,fuel,,,,,,,,,,,8.4740126,47.3933822
48017,148213917,Avia,fuel,,,,,,,,,,,7.1099653,47.0067564
48058,148415669,Aral,fuel,,,,,,,,,,,9.5868267,47.6076347
48059,148425141,Deutsche Post,post_office,,,,,,,,,,,9.7038004,47.5539466
48063,148466650,Würrenlos,fuel,,,,,,,,,,,8.347662,47.4389612
48064,148466654,Würrenlos,fuel,,,,,,,,,,,8.347191,47.438268
48065,148466657,Mövenpick,restaurant,,,,,,,,,,,8.3476137,47.4386402
48067,148476856,"""Die Alm"", Country-Bar, Schwatzen",pub,,,,,,,,,,,9.7376697,47.6089531
48068,148479621,"Flughafen und Ausflugsrestaurant, Wildberg",pub,,,,,,,,,,,9.739568,47.5981679
48106,148616336,Bodenseeklinik,hospital,,,,,,,,,,,9.6779185,47.5451704
48126,148688363,Staatliche Berufsschule mit Berufsfachschule für gastgewerbliche Berufe,college,,,,,,,,,,,9.696753,47.5575127
48128,148689952,Zentraler Umsteigeplatz (ZUP),bus_station,,,,,,,,,,,9.6919848,47.5563531
48287,149610887,Esso,fuel,,,,,,,yes,,,,7.7800748,47.563189
48630,151336057,Looren,school,,,,,,,,,,,8.5962986,47.3608968
48820,153289980,coop,fuel,,,,,,,,,,,7.7344073,47.5388779
48871,153538196,Chutze,cafe,,,,,,,,,,,7.364938,47.0094729
50111,166566828,Marktanger,parking,,,,,,,,,,,10.2827744,47.5131505
50169,167075461,Bäregghütte,restaurant,,,,,,,,,alpine_hut,,8.060051,46.6004697
51384,177717858,Schloss Montfort Langenargen,cafe,,,,,,,,,,,9.5363128,47.5970672
51624,179047160,Migrol,fuel,,,,,,,,,,,8.6143519,47.2326856
52344,184267099,"Grundschule, Aeschach",school,,,,,,,,,,,9.6904026,47.5558872
52346,184291908,Neptunsbrunnen,fountain,,,,,,,,,attraction,,9.6870295,47.5472577
52347,184295043,Neues Rathaus,townhall,,,,,,,,,attraction,,9.6838297,47.5461675
52349,184445485,Grillplatz,bbq,,,,,,,,,picnic_site,,9.5938265,47.6229968
52463,185622755,Gemeindeverwaltung Kaiseraugst,public_building,,,,,,,,,,,7.7223356,47.5404473
52938,190300020,Reha-Klinik Sonthofen,hospital,,,,,,,,,,,10.2776432,47.5088715
52940,190344999,Schöntalgarage,fuel,,,,,,,,,,,9.5445168,47.3795583
53089,190949817,Frohsinn,restaurant,,,,,,,,,,,8.6467275,47.3923878
53380,192301296,Albert-Schweitzer-Schule,school,,,,,,,,,,,10.2633459,47.5185958
53449,192431799,Oberägeri,ferry_terminal,,,,,,,,,,,8.6081453,47.1335465
53529,192705347,Eierhals,restaurant,,,,,,,,,,,8.6412594,47.1164861
53595,193835920,Shell LKW,fuel,,,,,,,,,,,9.3585379,47.6659203
53596,193844929,See Apotheke,pharmacy,,,,,,,,,,,9.3642244,47.6637104
53772,194647104,"Coop pronto, Heerbrugg",fuel,,,,,,,,,,,9.6323467,47.4149057
53786,195128231,Markthalle,public_building,,,,,,,,,,,10.2835898,47.5136548
54110,197222949,AVIA,fuel,,,,,,,,,,,9.9109727,47.627125
54111,197230678,Esso,fuel,,,,,,,yes,,,,9.8393061,47.685021
54117,197298781,Unterägeri,ferry_terminal,,,,,,,,,,,8.5893633,47.1379883
54119,197325544,Kindergarten,school,,,,,,,,,,,8.6931914,47.389287
54120,197334743,Rosengarten,restaurant,,,,,,,,,,,8.6952675,47.4127607
54158,197431863,Flotte Flosse,fast_food,,,,,,,,,,,9.3625876,47.6625526
54869,201387216,Coop pronto,fuel,,,,,,,,,,,9.1387665,47.435231
54881,201467430,Agip,fuel,,,,,,,,,,,9.1489585,47.4456131
54882,201467747,Bühler immo AG,fuel,,,,,,,no,,,,9.1310846,47.4399033
55022,202180250,Beringer Randenhaus,restaurant,,,,,,,,,,,8.5815251,47.7053842
55195,203469197,Post Uzwil,post_office,,,,,,,,,,,9.1332693,47.4370778
55649,205378523,Pizzeria,restaurant,,,,,,,,,,,7.6650969,47.6183935
55660,205384830,Cafe Hygge,cafe,,,,,,,,,,,7.6995978,47.660378
56190,206245065,Baden Bahnhof West,bus_station,,,,,,,,,,,8.3069131,47.4765249
56272,206305904,winter closed,toilets,,,,,,,,,,,8.399342,46.9932183
56469,206390666,Golfplatz,parking,,,,,,,,,,,8.4348447,46.8080793
56587,207110873,Kunsteisbahn Schoren,parking,,,,,,,,,,,7.7730199,47.2061785
56745,207374701,Rad,restaurant,,,,,,,,,,,9.5898311,47.6708152
56887,207933851,Brändle,cafe,,,,,,,,,,,8.59146,47.3031983
57009,208814607,Landi,fuel,,,,,,,,,,,7.6992632,47.1958318
57213,211155877,Sihlpost,post_office,,,,,,,,,,,8.5343629,47.3782747
57339,212848109,Ritrovo di Neggia,restaurant,,,,,,,,,,,8.8465113,46.1108383
57382,213210946,Bödeli Bibliothek,library,,,,,,,,,,,7.8540976,46.6853957
57383,213230419,Kino Rex,cinema,,,,,,,,,,,7.8559155,46.684361
57384,213279565,Bödelibad Interlaken,swimming_pool,,,,water_park,,,,swimming,,,7.8582117,46.6903367
57387,213302497,Restaurant Bar Sonnenhof,restaurant,,,,,,,,,,,9.0013971,47.2272141
57390,213320801,Shell,fuel,,,,,,,,,,,9.0232324,47.2291541
57392,213320817,Gasthof zur Krone,restaurant,,,,,,,,,,,9.0233553,47.2312732
57700,216515969,Herrliberg ZSG,ferry_terminal,,,,,,,,,,,8.6095295,47.2833035
57815,218457767,Einkaufszentrum,parking,,,,,,,,,,,7.8699477,46.6900998
58024,220293517,Graben,school,,,,,,,,,,,7.7212117,47.219981
58045,220530088,Elektronikschule Tettnang,university,,,,,,,,,,,9.5967349,47.6620461
58054,220587595,McDonald's,fast_food,,,,,,,,,,,9.8244176,47.698208
58055,220587603,Burger King,fast_food,,,,,,,,,,,9.8243138,47.6970714
58097,220686095,Bäregg,restaurant,,,,,,,,,,,7.7818222,47.2208995
58102,220803533,Stadttheater Langenthal,theatre,,,,,,,,,,,7.7885869,47.2139966
58108,220830800,Da Luca,restaurant,,,,,,,,,,,7.7850914,47.2168301
58109,220830810,Langenthal 1,post_office,,,,,,,,,,,7.7852124,47.2166279
58110,220830818,Migrol,fuel,,,,,,,,,,,7.7873299,47.2188515
58113,220847433,McDonald's,fast_food,,,,,,,,,,,7.7911232,47.2120922
58216,221302936,Kirche Schwarzenegg,place_of_worship,,,,,,,,,,,7.7149826,46.7958657
58444,223810014,STEG Electronics,parking,,,,,,,,,,,7.2811475,47.1519118
58556,224161304,Coop,fuel,,,,,,,convenience,,,,7.768781,47.2173961
59138,226933162,Tamoil,fuel,,,,,,,,,,,9.8648,45.813786
59140,226933550,Total,fuel,,,,,,,,,,,9.865701,45.804437
59308,226986202,Agip,fuel,,,,,,,,,,,8.2458714,45.8162995
59322,226989726,Agip,fuel,,,,,,,,,,,8.5036115,45.9110432
59332,226990084,Agip,fuel,,,,,,,,,,,8.5487311,45.9504612
59436,227000854,Agip,fuel,,,,,,,,,,,9.881794,45.862954
59448,227002084,Agip,fuel,,,,,,,,,,,10.1403155,45.8408713
59452,227002099,Agip,fuel,,,,,,,,,,,9.4168346,45.8279152
59454,227002411,Agip,fuel,,,,,,,,,,,9.3998385,45.8623882
59456,227002415,Agip,fuel,,,,,,,,,,,9.2229667,45.98255
59459,227002422,Eni,fuel,,,,,,,,,,,9.0724047,45.8123877
59553,227016933,Agip,fuel,,,,,,,,,,,9.795063,46.161806
59554,227017120,Chiesa dell'Immacolata di Viera,place_of_worship,,,,,,,,,,,10.1426958,46.5574353
59555,227018275,Agip,fuel,,,,,,,,,,,9.979427,46.163693
59558,227018831,Agip,fuel,,,,,,,,,,,8.8305517,45.8144365
59559,227018832,Agip,fuel,,,,,,,,,,,8.8074759,45.8254836
60159,227547403,IP,fuel,,,,,,,,,,,8.4180166,45.9656245
60160,227547534,Shell,fuel,,,,,,,,,,,8.4223505,45.959647
60204,227552395,Total,fuel,,,,,,,,,,,8.4926227,45.9459309
60248,227561719,Tamoil,fuel,,,,,,,,,,,8.564701,45.942302
60405,227597896,Restaurant Spiisbeiz Aberen,restaurant,,,,,,,,,,,8.7346505,47.2467162
60428,227602571,Tamoil,fuel,,,,,,,,,,,9.899563,45.809536
60429,227602572,Agip,fuel,,,,,,,,,,,9.894722,45.808056
60433,227603133,IP stazione di servizio,fuel,,,,,,,,,,,9.8819495,45.8005517
60473,227610688,UNION,fuel,,,,,,,,,,,9.9344513,45.8843891
60548,227622946,Tamoil,fuel,,,,,,,,,,,9.2483443,45.8400814
60707,227652705,Total,fuel,,,,,,,,,,,9.88791,45.869199
60708,227652711,Api,fuel,,,,,,,,,,,9.905145,45.8744719
60709,227652919,IP,fuel,,,,,,,,,,,9.8704136,45.836937
60722,227655781,Keropetrol,fuel,,,,,,,,,,,9.2728417,45.844818
60723,227655977,Tamoil,fuel,,,,,,,,,,,9.2693218,45.8561306
60724,227656187,Esso,fuel,,,,,,,,,,,9.2698364,45.8577231
60785,227663931,Shell,fuel,,,,,,,,,,,8.535604,45.816373
60845,227676775,Bolzan,fuel,,,,,,,,,,,8.293519,46.12669
60846,227676991,Shell,fuel,,,,,,,,,,,8.542342,45.883451
60847,227677211,Shell,fuel,,,,,,,,,,,8.2618632,46.0616957
60849,227677413,Shell,fuel,,,,,,,,,,,9.308746,46.080227
60850,227677417,Shell,fuel,,,,,,,,,,,9.4120007,45.855411
60851,227677422,Q8,fuel,,,,,,,,,,,9.3857132,45.8566628
60852,227677577,Shell,fuel,,,,,,,,,,,9.38955,45.864734
60873,227678905,Shell,fuel,,,,,,,,,,,10.079527,45.82113
60890,227681600,tamoil,fuel,,,,,,,,,,,10.112094,45.810563
60893,227681612,Shell,fuel,,,,,,,,,,,9.037918,45.811086
60894,227681616,Shell,fuel,,,,,,,,,,,9.0716282,45.8321006
60901,227681642,Shell,fuel,,,,,,,,,,,9.12554,46.036912
60972,227694194,Eni,fuel,,,,,,,,,,,9.4584957,46.1374601
60973,227694396,Shell,fuel,,,,,,,,,,,10.240674,46.240429
60974,227694397,Shell,fuel,,,,,,,,,,,8.6706606,45.8438816
60975,227694399,Shell,fuel,,,,,,,,,,,8.628543,45.839442
60978,227694415,Shell,fuel,,,,,,,,,,,8.6697481,45.8932566
60980,227694438,Shell,fuel,,,,,,,,,,,8.73486,45.998214
60985,227694861,Shell,fuel,,,,,,,,,,,8.8137599,45.8237301
61343,227746615,IP,fuel,,,,,,,,,,,9.93636,45.887474
61347,227747207,Api,fuel,,,,,,,,,,,9.8648314,45.8590095
61395,227755937,Agip,fuel,,,,,,,,,,,10.0526097,45.9138677
61752,227815680,Agip,fuel,,,,,,,,,,,10.16098,46.21741
62854,227976646,Erg,fuel,,,,,,,,,,,8.7316542,45.8346541
62915,227986417,Tamoil,fuel,,,,,,,,,,,9.4338555,45.9151117
63110,228008661,Api,fuel,,,,,,,,,,,10.0266681,45.903269
63282,228038524,Tamoil,fuel,,,,,,,,,,,9.402355,45.851287
63590,228086104,Esso,fuel,,,,,,,,,,,8.7215492,45.8410486
63593,228086113,Total,fuel,,,,,,,,,,,8.779793,45.808745
63594,228086118,Tamoil,fuel,,,,,,,,,,,8.703017,45.852568
63595,228086122,IP,fuel,,,,,,,,,,,8.710967,45.847718
63596,228086125,Tamoil,fuel,,,,,,,,,,,8.707781,45.849847
63609,228088220,Metano,fuel,,,,,,,,,,,10.21908,45.90329
63762,228111258,Retitalia,fuel,,,,,,,,,,,8.6720286,45.8805047
63763,228111428,Erg,fuel,,,,,,,,,,,8.670556,45.868889
63764,228111622,Q8,fuel,,,,,,,,,,,8.669951,45.8604281
63866,228125375,IP,fuel,,,,,,,,,,,8.8344991,45.8302606
63937,228133789,Q8,fuel,,,,,,,,,,,8.2596785,45.8129298
64220,228188132,Indipend.,fuel,,,,,,,,,,,9.4243388,46.1392161
64504,228243064,Erg,fuel,,,,,,,,,,,9.403433,45.864056
64505,228243240,Api,fuel,,,,,,,,,,,9.402103,45.864239
64506,228243406,Tamoil,fuel,,,,,,,,,,,9.3821249,45.863845
64507,228243571,Q8,fuel,,,,,,,,,,,9.385497,45.858401
64508,228243697,Tamoil,fuel,,,,,,,,,,,9.387723,45.8499864
64551,228248140,Q8,fuel,,,,,,,,,,,8.29721,46.132029
64552,228248143,Tamoil,fuel,,,,,,,,,,,8.2701419,46.0776338
64556,228248161,Q8,fuel,,,,,,,,,,,8.2955849,46.1076234
64596,228253388,Esso,fuel,,,,,,,,,,,8.8322829,45.8046705
64597,228253390,IP,fuel,,,,,,,,,,,8.831892,45.805051
64608,228254458,Agip,fuel,,,,,,,,,,,9.4238078,46.1393444
64639,228257842,Agip,fuel,,,,,,,,,,,8.817172,45.82373
64783,228279137,Indipend.,fuel,,,,,,,,,,,9.3063,45.801042
64841,228289341,Tamoil,fuel,,,,,,,,,,,10.0861742,45.8241395
64842,228289544,IP,fuel,,,,,,,,,,,10.088566,45.824609
64843,228289720,Api,fuel,,,,,,,,,,,10.1104704,45.828482
64845,228290273,Agip,fuel,,,,,,,,,,,10.145059,45.845946
64846,228290488,Esso,fuel,,,,,,,,,,,9.568309,46.135635
64847,228290665,Erg,fuel,,,,,,,,,,,9.4433898,46.1380298
64848,228290667,Erg,fuel,,,,,,,,,,,9.3167415,45.8115871
64851,228290858,Erg,fuel,,,,,,,,,,,10.133643,45.843286
64852,228291045,Tamoil,fuel,,,,,,,,,,,10.134208,45.842835
64853,228291245,Agip,fuel,,,,,,,,,,,10.1083716,45.8092971
64975,228316514,Tamoil,fuel,,,,,,,,,,,10.218197,45.903135
65080,228743236,Esso,fuel,,,,,,,,,,,8.6215319,45.9090646
65082,228743240,Q8,fuel,,,,,,,,,,,8.634138,45.891069
65513,229125805,Tamoil,fuel,,,,,,,,,,,10.3706881,46.4666427
65578,229133377,Q8,fuel,,,,,,,,,,,9.66672,45.8310528
66252,235228009,Pfarrkirche St. Jakobus,place_of_worship,,,,,,,,,,,9.0227322,47.2310978
66267,235315448,"Briefeinwurf Bern, Talstation Marzilibahn",post_box,,,,,,,,,,,7.4430598,46.9451646
66303,235553047,Raiffeisen,bank,,,,,,,,,,,9.0228112,47.2315312
66347,235906737,Bank Linth,bank,,,,,,,,,,,8.9832277,47.2248261
66687,239960483,Kirche,place_of_worship,,,,,,,,,,,7.813651,47.2476151
66704,239984664,Markthalle,parking,,,,,,,,,,,7.7899813,47.2101655
66716,239998581,Schorenweiher,parking,,,,,,,,,,,7.7732699,47.2092412
66723,240029878,Bargen (SH),fuel,,,,,,,,,,,8.6098464,47.7919265
66767,240093974,Lausen,post_office,,,,,,,,,,,7.7591139,47.4736459
67012,240741982,Löwen,pub,,,,,,,,,,,7.755452,47.2003394
67120,240942868,Theater am Stadtgarten,theatre,,,,,,,,,,,8.7278569,47.5020697
67143,240982910,Technikum-Parkhaus,parking,,,,,,,,,,,8.7294672,47.4975657
67146,240990449,"BBZ Schaffhausen, Zentrum",college,,,,,,,,,,,8.6306407,47.6991962
67165,241069443,Tufternhütte,restaurant,,,,,,,,,,,7.7740121,46.0297498
67166,241069444,Rothorn,restaurant,,,,,,,,,,,7.7977756,46.021006
67167,241069447,Sunnegga,restaurant,,,,,,,,,,,7.769986,46.0171001
67199,241299335,Chrämerhuus,pub,,,,,,,,,,,7.7900809,47.2130786
67326,241749033,Raiffeisen,fuel,,,,,,,,,,,7.7056577,47.6405447
67329,241749694,Ochsen,restaurant,,,,,,,,,,,7.5953301,47.6311284
67330,241749697,Fünfschilling,restaurant,,,,,,,,,,,7.6017806,47.6473862
67331,241749714,Aral Tankstelle,fuel,,,,,,,,,,,7.5939844,47.6338567
67332,241749720,Dreiländereck,restaurant,,,,,,,,,,,7.6075425,47.6255783
67797,242557373,Rössli,restaurant,,,,,,,,,,,8.7188798,47.239464
67798,242557527,Parkplatz Moschti-Stäfa,parking,,,,,,,,,,,8.7217018,47.2401774
68077,243057723,Traube,restaurant,,,,,,,,,,,7.8954883,47.3628772
68485,243460297,Tierpark,parking,,,,,,,,,,,7.798039,47.2117778
68499,243465644,Familienzentrum Rockzipfel,social_facility,,,,,,,,,,,10.2925176,47.513747
68577,243497547,Kindergarten,school,,,,,,,,,,,7.7533773,47.2044741
68790,243666794,Schwarzenbach Kapelle,bus_station,,,,,,,,,,,9.0759445,47.4403158
69032,243721697,Bergrestaurant Iltios,restaurant,,,,,,,,,,,9.3123862,47.185212
69033,243721700,Gipfelrestaurant Chäserrugg,restaurant,,,,,,,,,,,9.3125365,47.1550194
69034,243721783,Berggasthaus Stöfeli,restaurant,,,,,,,,,,,9.3123117,47.171651
69135,243748199,Träne-Brünneli,drinking_water,,,,,,,,,,,8.310628,47.4773357
